date,municipality,mining_active,pm25,pm10,no2,so2,aqi,aqi_category,wind_speed_kmh,wind_direction,temperature_c,humidity_pct
2024-01-18,Madrid,True,103.4,153.4,76.2,54.4,175,Unhealthy,11.0,NE,31.9,81.3
2024-01-19,Madrid,True,85.4,174.9,57.1,60.0,166,Unhealthy,14.5,ENE,28.3,89.4
2024-01-20,Madrid,True,50.4,124.4,45.0,44.7,137,Unhealthy for Sensitive Groups,8.7,NNE,24.9,82.4
2024-01-21,Madrid,True,86.6,155.2,46.0,22.5,166,Unhealthy,13.2,ENE,32.6,86.7
2024-01-22,Madrid,True,98.8,131.9,91.8,62.0,173,Unhealthy,14.6,NNE,29.0,77.1
2024-01-23,Madrid,True,100.6,107.9,46.4,68.2,174,Unhealthy,10.6,NNE,27.5,87.0
2024-01-24,Madrid,True,77.3,123.6,49.0,39.0,162,Unhealthy,6.6,NE,27.4,79.6
2024-01-25,Madrid,True,109.2,151.2,82.1,39.6,178,Unhealthy,5.1,ENE,24.7,66.0
2024-01-26,Madrid,True,107.3,188.0,83.5,27.0,177,Unhealthy,7.9,NNE,30.7,73.4
2024-01-27,Madrid,True,77.9,70.8,58.0,32.1,162,Unhealthy,5.8,NE,31.8,94.9
2024-01-28,Madrid,True,81.7,82.9,49.4,40.2,164,Unhealthy,13.6,NNE,24.6,78.1
2024-01-29,Madrid,True,75.1,107.1,30.6,38.6,160,Unhealthy,5.3,NNE,30.9,92.0
2024-01-30,Madrid,True,65.8,164.7,55.0,62.6,155,Unhealthy,14.3,NE,27.3,74.2
2024-01-31,Madrid,True,113.1,138.1,70.8,33.2,180,Unhealthy,12.9,NNE,31.3,86.9
2024-02-01,Madrid,True,107.8,86.6,58.9,59.4,178,Unhealthy,9.5,NE,27.7,81.1
2024-02-02,Madrid,True,78.5,142.9,37.3,40.5,162,Unhealthy,8.8,ENE,27.8,79.6
2024-02-03,Madrid,True,57.3,69.3,37.3,39.8,151,Unhealthy,10.9,ENE,25.5,94.2
2024-02-04,Madrid,True,69.1,112.6,52.7,26.8,157,Unhealthy,7.2,NE,26.1,74.1
2024-02-05,Madrid,True,65.5,81.5,33.6,33.7,155,Unhealthy,6.4,NE,32.2,89.1
2024-02-06,Madrid,True,74.2,135.8,48.1,64.3,160,Unhealthy,6.9,ENE,27.0,76.5
2024-02-07,Madrid,True,87.1,89.2,60.6,26.8,167,Unhealthy,14.1,NNE,25.0,83.7
2024-02-08,Madrid,True,42.7,162.7,34.9,31.9,118,Unhealthy for Sensitive Groups,10.4,NE,29.4,87.8
2024-02-09,Madrid,True,63.9,151.0,73.2,23.8,154,Unhealthy,10.4,NE,30.1,92.3
2024-02-10,Madrid,True,79.5,140.7,63.9,29.5,163,Unhealthy,5.7,NE,32.0,75.7
2024-02-11,Madrid,True,102.3,101.7,74.9,21.8,175,Unhealthy,10.9,ENE,24.6,82.0
2024-02-12,Madrid,True,104.2,179.1,38.2,28.4,176,Unhealthy,5.2,ENE,27.1,67.9
2024-02-13,Madrid,True,91.4,153.4,76.0,28.5,169,Unhealthy,13.3,NE,24.9,78.9
2024-02-14,Madrid,True,89.0,99.6,84.1,30.9,168,Unhealthy,6.0,NE,29.1,67.3
2024-02-15,Madrid,True,60.0,171.2,34.1,26.0,152,Unhealthy,13.3,NNE,31.9,88.1
2024-02-16,Madrid,True,68.2,77.4,74.1,34.9,157,Unhealthy,8.7,ENE,24.2,92.9
2024-02-17,Madrid,True,92.8,119.3,62.0,40.2,170,Unhealthy,8.0,NNE,27.5,84.8
2024-02-18,Madrid,True,76.9,83.8,38.6,45.7,161,Unhealthy,11.9,NNE,29.4,88.5
2024-02-19,Madrid,True,53.4,103.3,64.9,23.2,145,Unhealthy for Sensitive Groups,5.4,NE,25.0,70.4
2024-02-20,Madrid,True,86.9,128.1,81.0,44.6,167,Unhealthy,9.4,NNE,30.7,70.2
2024-02-21,Madrid,True,76.3,106.1,36.1,47.3,161,Unhealthy,12.4,NE,24.7,79.4
2024-02-22,Madrid,True,81.0,149.9,41.2,41.1,163,Unhealthy,10.1,NNE,28.3,82.1
2024-02-23,Madrid,True,46.4,100.2,87.9,27.8,127,Unhealthy for Sensitive Groups,7.8,NE,27.5,80.1
2024-02-24,Madrid,True,74.0,116.7,43.7,27.4,160,Unhealthy,8.5,NE,29.1,91.1
2024-02-25,Madrid,True,92.4,94.4,54.1,26.0,169,Unhealthy,11.9,ENE,31.6,90.8
2024-02-26,Madrid,True,92.5,97.1,86.8,29.8,170,Unhealthy,11.9,ENE,28.7,78.4
2024-02-27,Madrid,True,120.0,164.8,48.9,55.8,184,Unhealthy,7.4,NE,30.5,72.1
2024-02-28,Madrid,True,115.4,164.1,60.3,25.6,182,Unhealthy,10.0,NE,26.7,71.9
2024-02-29,Madrid,True,64.1,123.0,67.1,52.0,155,Unhealthy,7.9,ENE,31.7,66.0
2024-03-01,Madrid,True,87.4,117.3,32.4,54.0,167,Unhealthy,12.9,ENE,27.1,83.6
2024-03-02,Madrid,True,55.9,104.2,53.7,27.8,150,Unhealthy,6.3,ENE,26.7,70.5
2024-03-03,Madrid,True,34.6,92.5,48.2,35.6,98,Moderate,7.8,NE,26.5,78.0
2024-03-04,Madrid,True,107.8,102.1,67.9,57.9,178,Unhealthy,5.0,ENE,26.9,72.5
2024-03-05,Madrid,True,86.6,114.7,80.1,32.8,166,Unhealthy,8.2,NE,24.6,65.9
2024-03-06,Madrid,True,63.8,102.9,61.8,53.5,154,Unhealthy,8.8,NNE,28.2,94.9
2024-03-07,Madrid,True,55.0,99.9,48.9,23.0,149,Unhealthy for Sensitive Groups,5.5,NNE,24.4,87.5
2024-03-08,Madrid,True,63.7,124.3,59.6,33.7,154,Unhealthy,9.1,ENE,32.8,86.6
2024-03-09,Madrid,True,85.2,71.0,34.6,26.6,166,Unhealthy,7.2,ENE,28.1,68.1
2024-03-10,Madrid,True,96.9,82.5,58.8,46.6,172,Unhealthy,5.2,NE,25.5,87.9
2024-03-11,Madrid,True,70.4,118.8,38.1,61.7,158,Unhealthy,5.9,ENE,26.9,67.3
2024-03-12,Madrid,True,102.0,104.9,66.6,34.6,175,Unhealthy,14.5,ENE,32.9,90.2
2024-03-13,Madrid,True,117.6,97.4,85.3,58.8,183,Unhealthy,12.3,NE,25.1,65.2
2024-03-14,Madrid,True,64.6,156.0,88.8,28.5,155,Unhealthy,5.6,ENE,32.7,89.8
2024-03-15,Madrid,True,52.7,198.8,63.1,41.5,143,Unhealthy for Sensitive Groups,12.3,NNE,25.0,82.9
2024-03-16,Madrid,True,63.4,145.7,76.7,34.0,154,Unhealthy,10.0,NE,26.0,65.2
2024-03-17,Madrid,True,58.3,129.3,41.6,27.0,152,Unhealthy,11.0,NE,24.5,69.8
2024-03-18,Madrid,True,94.7,92.6,45.6,34.8,171,Unhealthy,6.2,NE,26.4,82.6
2024-03-19,Madrid,True,48.5,134.5,64.1,60.5,133,Unhealthy for Sensitive Groups,12.8,NE,27.2,67.5
2024-03-20,Madrid,True,50.5,118.4,27.5,25.7,138,Unhealthy for Sensitive Groups,5.7,NE,32.6,82.1
2024-03-21,Madrid,True,103.9,170.7,70.2,62.9,176,Unhealthy,5.6,ENE,28.7,85.1
2024-03-22,Madrid,True,110.1,157.2,64.4,69.8,179,Unhealthy,15.0,NE,30.6,71.3
2024-03-23,Madrid,True,53.7,124.1,48.6,46.9,146,Unhealthy for Sensitive Groups,9.2,NNE,32.5,73.9
2024-03-24,Madrid,True,75.6,61.2,49.5,31.8,161,Unhealthy,9.8,NE,25.3,82.7
2024-03-25,Madrid,True,122.5,101.5,71.9,71.9,185,Unhealthy,14.5,ENE,29.8,77.6
2024-03-26,Madrid,True,80.8,82.0,48.9,60.0,163,Unhealthy,6.0,NNE,28.4,67.1
2024-03-27,Madrid,True,57.4,112.2,40.6,59.7,151,Unhealthy,12.7,NE,30.9,78.9
2024-03-28,Madrid,True,72.8,107.4,72.6,33.8,159,Unhealthy,11.7,ENE,31.0,70.5
2024-03-29,Madrid,True,109.1,133.4,32.3,62.9,178,Unhealthy,11.3,NE,26.7,89.8
2024-03-30,Madrid,True,52.9,152.9,64.0,33.0,144,Unhealthy for Sensitive Groups,13.4,NNE,26.8,74.3
2024-03-31,Madrid,True,92.2,65.3,43.9,50.4,169,Unhealthy,12.8,NE,28.3,86.2
2024-04-01,Madrid,True,101.6,130.0,75.8,69.1,174,Unhealthy,5.8,E,24.8,66.6
2024-04-02,Madrid,True,117.4,142.5,44.8,32.8,183,Unhealthy,9.8,ESE,28.7,80.4
2024-04-03,Madrid,True,94.4,83.4,49.6,58.3,171,Unhealthy,5.9,SE,24.6,82.3
2024-04-04,Madrid,True,51.7,78.0,48.2,55.9,141,Unhealthy for Sensitive Groups,9.8,E,31.2,73.7
2024-04-05,Madrid,True,80.5,85.7,85.2,26.4,163,Unhealthy,8.4,ESE,30.3,72.2
2024-04-06,Madrid,True,51.6,97.9,69.2,50.8,141,Unhealthy for Sensitive Groups,3.2,ESE,26.5,72.1
2024-04-07,Madrid,True,105.0,119.1,29.3,29.5,176,Unhealthy,6.7,ESE,24.4,85.5
2024-04-08,Madrid,True,112.1,174.7,49.3,49.2,180,Unhealthy,4.7,SE,24.2,71.7
2024-04-09,Madrid,True,87.0,112.0,59.7,31.7,167,Unhealthy,8.6,E,29.3,74.5
2024-04-10,Madrid,True,55.9,142.8,58.3,43.8,150,Unhealthy,7.6,SE,31.1,92.6
2024-04-11,Madrid,True,109.0,162.5,81.8,46.8,178,Unhealthy,7.2,E,27.1,65.2
2024-04-12,Madrid,True,116.0,156.2,77.8,29.1,182,Unhealthy,8.1,E,31.4,77.9
2024-04-13,Madrid,True,52.0,70.8,64.4,50.2,142,Unhealthy for Sensitive Groups,9.0,E,26.6,66.8
2024-04-14,Madrid,True,74.8,64.2,65.6,28.6,160,Unhealthy,8.2,E,25.7,91.6
2024-04-15,Madrid,True,43.7,73.8,43.9,52.4,121,Unhealthy for Sensitive Groups,4.5,SE,29.6,90.7
2024-04-16,Madrid,True,113.9,153.5,77.6,42.4,181,Unhealthy,7.4,E,26.1,92.7
2024-04-17,Madrid,True,48.5,124.1,61.4,46.3,133,Unhealthy for Sensitive Groups,3.7,SE,25.0,91.4
2024-04-18,Madrid,True,108.7,102.3,73.4,63.7,178,Unhealthy,5.5,SE,26.6,70.8
2024-04-19,Madrid,True,104.8,162.8,78.5,63.4,176,Unhealthy,9.2,E,26.1,87.6
2024-04-20,Madrid,True,67.1,134.8,65.9,22.3,156,Unhealthy,5.0,ESE,27.0,93.5
2024-04-21,Madrid,True,62.0,123.7,35.5,60.0,153,Unhealthy,9.7,ESE,25.5,84.1
2024-04-22,Madrid,True,53.0,155.6,69.7,36.9,144,Unhealthy for Sensitive Groups,5.7,SE,29.0,90.6
2024-04-23,Madrid,True,58.1,85.9,50.4,49.8,151,Unhealthy,9.9,ESE,31.0,83.6
2024-04-24,Madrid,True,59.9,96.9,52.2,63.7,152,Unhealthy,8.1,E,27.2,65.5
2024-04-25,Madrid,True,84.8,81.1,65.1,38.1,165,Unhealthy,6.7,ESE,30.1,72.1
2024-04-26,Madrid,True,75.0,145.5,44.0,61.8,160,Unhealthy,6.7,SE,29.7,71.2
2024-04-27,Madrid,True,87.5,88.1,34.6,19.7,167,Unhealthy,4.2,E,25.3,80.0
2024-04-28,Madrid,True,93.6,146.3,29.8,21.2,170,Unhealthy,8.1,SE,28.8,94.4
2024-04-29,Madrid,True,92.1,157.6,59.4,35.2,169,Unhealthy,6.9,E,32.4,70.4
2024-04-30,Madrid,True,58.4,161.6,81.7,42.6,152,Unhealthy,7.3,E,26.9,89.0
2024-05-01,Madrid,True,64.3,101.7,49.9,42.4,155,Unhealthy,7.6,ESE,31.2,68.5
2024-05-02,Madrid,True,80.7,116.2,49.2,40.3,163,Unhealthy,8.9,ESE,25.8,88.9
2024-05-03,Madrid,True,48.3,90.7,35.8,40.6,132,Unhealthy for Sensitive Groups,6.7,ESE,25.3,75.1
2024-05-04,Madrid,True,33.9,117.9,20.4,29.4,97,Moderate,5.9,ESE,25.8,88.5
2024-05-05,Madrid,True,40.7,108.4,20.3,18.3,113,Unhealthy for Sensitive Groups,5.0,E,24.3,77.5
2024-05-06,Madrid,True,69.8,85.9,31.8,34.0,158,Unhealthy,6.3,SE,28.4,78.9
2024-05-07,Madrid,True,35.4,77.3,28.5,43.8,100,Unhealthy for Sensitive Groups,9.9,E,27.8,72.3
2024-05-08,Madrid,True,59.1,97.1,62.2,23.1,152,Unhealthy,6.2,SE,24.3,78.6
2024-05-09,Madrid,True,51.0,47.5,52.6,39.1,139,Unhealthy for Sensitive Groups,5.2,SE,31.0,86.3
2024-05-10,Madrid,True,39.3,133.6,57.7,41.5,110,Unhealthy for Sensitive Groups,9.3,E,32.1,70.8
2024-05-11,Madrid,True,41.8,105.4,25.1,18.6,116,Unhealthy for Sensitive Groups,7.1,SE,31.3,71.9
2024-05-12,Madrid,True,24.5,56.0,45.4,13.5,77,Moderate,9.1,ESE,26.2,85.9
2024-05-13,Madrid,True,54.6,59.0,63.9,36.1,148,Unhealthy for Sensitive Groups,4.5,E,31.7,75.4
2024-05-14,Madrid,True,57.8,79.0,48.1,39.6,151,Unhealthy,5.3,ESE,27.9,93.6
2024-05-15,Madrid,True,73.7,99.7,63.5,42.5,160,Unhealthy,4.4,E,32.8,79.5
2024-05-16,Madrid,True,42.4,79.6,59.7,42.8,117,Unhealthy for Sensitive Groups,7.9,ESE,24.3,72.2
2024-05-17,Madrid,True,37.6,127.0,24.8,18.7,105,Unhealthy for Sensitive Groups,7.5,ESE,24.2,91.8
2024-05-18,Madrid,True,45.3,92.3,28.6,31.1,125,Unhealthy for Sensitive Groups,9.2,ESE,24.4,72.5
2024-05-19,Madrid,True,51.3,58.8,51.7,19.4,140,Unhealthy for Sensitive Groups,5.9,E,30.7,79.2
2024-05-20,Madrid,True,45.7,107.1,33.6,40.4,126,Unhealthy for Sensitive Groups,3.7,ESE,31.8,78.1
2024-05-21,Madrid,True,36.7,47.0,30.6,31.0,103,Unhealthy for Sensitive Groups,9.3,ESE,32.5,94.8
2024-05-22,Madrid,True,57.3,136.7,58.1,43.8,151,Unhealthy,4.6,SE,29.9,65.7
2024-05-23,Madrid,True,63.1,83.4,40.1,19.5,154,Unhealthy,4.6,SE,28.4,91.1
2024-05-24,Madrid,True,83.6,116.8,41.6,37.9,165,Unhealthy,8.9,ESE,29.8,86.9
2024-05-25,Madrid,True,46.5,47.4,23.2,15.9,128,Unhealthy for Sensitive Groups,7.0,ESE,29.0,66.3
2024-05-26,Madrid,True,60.1,72.0,20.7,25.8,152,Unhealthy,7.8,ESE,32.6,89.7
2024-05-27,Madrid,True,33.5,56.2,53.9,23.0,96,Moderate,3.5,SE,29.5,82.9
2024-05-28,Madrid,True,59.6,77.2,38.3,19.0,152,Unhealthy,8.4,ESE,26.3,65.9
2024-05-29,Madrid,True,84.4,65.4,58.4,42.7,165,Unhealthy,6.0,E,30.8,90.1
2024-05-30,Madrid,True,56.9,116.9,42.8,25.0,151,Unhealthy,4.2,E,24.2,79.4
2024-05-31,Madrid,True,55.1,67.3,26.3,32.0,149,Unhealthy for Sensitive Groups,9.4,E,24.4,86.0
2024-06-01,Madrid,True,66.3,92.1,41.5,18.6,156,Unhealthy,18.0,SW,27.2,76.8
2024-06-02,Madrid,True,84.0,114.9,53.2,35.2,165,Unhealthy,14.1,SW,28.7,87.1
2024-06-03,Madrid,True,47.9,118.6,50.0,54.5,131,Unhealthy for Sensitive Groups,8.4,SSW,31.8,87.1
2024-06-04,Madrid,True,52.5,106.6,40.1,18.9,143,Unhealthy for Sensitive Groups,12.2,SSW,28.7,86.6
2024-06-05,Madrid,True,93.6,77.9,60.7,53.9,170,Unhealthy,12.4,SSW,30.9,71.0
2024-06-06,Madrid,True,79.4,119.6,51.8,44.3,163,Unhealthy,8.6,SSW,27.7,80.6
2024-06-07,Madrid,True,48.8,58.1,31.8,24.4,133,Unhealthy for Sensitive Groups,11.7,SSW,27.4,66.0
2024-06-08,Madrid,True,46.4,66.7,22.3,23.5,128,Unhealthy for Sensitive Groups,16.3,WSW,31.0,68.1
2024-06-09,Madrid,True,37.2,93.7,62.2,29.0,105,Unhealthy for Sensitive Groups,11.2,WSW,30.6,80.0
2024-06-10,Madrid,True,77.4,99.7,46.9,36.1,162,Unhealthy,10.7,SW,27.0,91.5
2024-06-11,Madrid,True,74.8,86.4,56.6,18.8,160,Unhealthy,13.6,SSW,26.9,87.0
2024-06-12,Madrid,True,48.5,62.2,26.0,33.8,133,Unhealthy for Sensitive Groups,9.7,SSW,24.7,90.7
2024-06-13,Madrid,True,69.2,148.1,28.8,22.9,157,Unhealthy,18.3,WSW,29.7,76.2
2024-06-14,Madrid,True,63.6,114.8,60.2,36.2,154,Unhealthy,8.5,WSW,31.3,87.9
2024-06-15,Madrid,True,30.3,72.6,53.6,15.4,89,Moderate,12.9,WSW,26.0,79.6
2024-06-16,Madrid,True,73.3,56.2,34.4,29.2,159,Unhealthy,8.9,SW,28.1,94.8
2024-06-17,Madrid,True,65.3,93.0,25.2,41.2,155,Unhealthy,18.1,SSW,28.0,73.3
2024-06-18,Madrid,True,50.2,115.4,67.2,22.3,137,Unhealthy for Sensitive Groups,10.1,SSW,30.3,73.0
2024-06-19,Madrid,True,96.5,163.3,63.1,43.7,172,Unhealthy,16.6,WSW,30.8,67.4
2024-06-20,Madrid,True,77.8,158.6,80.7,56.3,162,Unhealthy,17.7,WSW,28.0,71.7
2024-06-21,Madrid,True,68.7,102.4,63.8,29.9,157,Unhealthy,14.8,WSW,26.8,74.4
2024-06-22,Madrid,True,67.2,111.8,60.4,37.6,156,Unhealthy,14.3,SW,27.6,89.1
2024-06-23,Madrid,True,39.7,104.7,28.4,24.0,111,Unhealthy for Sensitive Groups,17.1,SW,31.9,65.2
2024-06-24,Madrid,True,51.5,69.1,26.0,49.0,140,Unhealthy for Sensitive Groups,13.7,SW,29.2,88.1
2024-06-25,Madrid,True,84.6,118.0,70.0,23.3,165,Unhealthy,10.6,WSW,27.4,75.0
2024-06-26,Madrid,True,39.5,61.1,47.5,41.8,110,Unhealthy for Sensitive Groups,17.0,WSW,30.1,69.4
2024-06-27,Madrid,True,83.2,65.3,48.9,48.9,165,Unhealthy,8.7,SW,32.0,83.3
2024-06-28,Madrid,True,47.5,107.1,31.1,14.9,130,Unhealthy for Sensitive Groups,13.2,SSW,30.1,78.6
2024-06-29,Madrid,True,33.7,67.2,21.7,20.6,96,Moderate,19.5,SW,32.7,87.1
2024-06-30,Madrid,True,37.6,72.3,29.2,25.6,105,Unhealthy for Sensitive Groups,8.5,WSW,32.1,66.6
2024-07-01,Madrid,True,95.9,130.5,32.5,32.2,171,Unhealthy,11.9,WSW,28.6,94.9
2024-07-02,Madrid,True,86.3,149.5,58.1,53.3,166,Unhealthy,13.3,SW,26.2,79.3
2024-07-03,Madrid,True,39.2,110.7,66.3,17.7,109,Unhealthy for Sensitive Groups,16.8,SSW,28.6,73.1
2024-07-04,Madrid,True,85.1,80.8,65.1,48.5,166,Unhealthy,8.7,SW,27.2,73.4
2024-07-05,Madrid,True,36.6,107.2,46.6,24.6,103,Unhealthy for Sensitive Groups,13.1,WSW,25.1,75.8
2024-07-06,Madrid,True,27.0,80.8,36.8,20.1,82,Moderate,19.0,WSW,28.6,68.7
2024-07-07,Madrid,True,31.6,85.8,55.0,44.7,92,Moderate,11.2,SW,29.6,86.9
2024-07-08,Madrid,True,43.4,128.7,71.1,20.7,120,Unhealthy for Sensitive Groups,19.3,WSW,28.4,81.8
2024-07-09,Madrid,True,53.1,65.3,56.2,42.8,144,Unhealthy for Sensitive Groups,13.9,SSW,24.7,88.1
2024-07-10,Madrid,True,93.1,97.3,76.2,21.0,170,Unhealthy,18.2,SSW,31.0,82.5
2024-07-11,Madrid,True,60.8,100.7,36.1,24.6,153,Unhealthy,15.9,SSW,24.9,94.1
2024-07-12,Madrid,True,72.7,51.9,45.1,19.3,159,Unhealthy,12.8,WSW,24.5,70.5
2024-07-13,Madrid,True,48.1,83.1,36.2,38.1,132,Unhealthy for Sensitive Groups,11.6,WSW,30.0,94.8
2024-07-14,Madrid,True,36.4,129.9,51.0,29.6,102,Unhealthy for Sensitive Groups,19.3,SSW,29.5,74.8
2024-07-15,Madrid,True,96.6,64.2,46.9,49.0,172,Unhealthy,19.1,SW,24.1,83.3
2024-07-16,Madrid,True,76.0,107.1,33.5,21.0,161,Unhealthy,17.0,SW,32.9,82.3
2024-07-17,Madrid,True,42.4,84.8,54.7,37.8,117,Unhealthy for Sensitive Groups,16.8,WSW,28.1,94.1
2024-07-18,Madrid,True,86.6,76.0,67.2,20.5,166,Unhealthy,18.6,SW,25.8,91.4
2024-07-19,Madrid,True,75.1,78.2,44.2,33.2,160,Unhealthy,14.2,SSW,28.0,73.1
2024-07-20,Madrid,True,57.7,120.5,21.6,37.2,151,Unhealthy,19.1,SSW,29.4,89.8
2024-07-21,Madrid,True,54.8,62.5,56.8,16.0,148,Unhealthy for Sensitive Groups,16.4,SSW,29.9,83.1
2024-07-22,Madrid,True,59.7,100.4,53.7,19.7,152,Unhealthy,19.9,SW,27.7,67.2
2024-07-23,Madrid,True,95.6,98.0,26.8,50.2,171,Unhealthy,12.0,SSW,25.3,92.8
2024-07-24,Madrid,True,54.4,72.0,59.7,22.7,147,Unhealthy for Sensitive Groups,12.5,SSW,27.2,84.9
2024-07-25,Madrid,True,80.7,108.4,31.4,22.2,163,Unhealthy,15.0,SSW,31.3,65.2
2024-07-26,Madrid,True,57.5,88.2,20.5,17.8,151,Unhealthy,8.4,WSW,29.1,89.3
2024-07-27,Madrid,True,52.3,103.4,45.2,31.5,142,Unhealthy for Sensitive Groups,11.4,SSW,31.7,76.4
2024-07-28,Madrid,True,59.1,90.7,25.0,23.6,152,Unhealthy,14.8,SW,25.5,71.3
2024-07-29,Madrid,True,41.3,119.8,33.4,36.2,115,Unhealthy for Sensitive Groups,12.3,WSW,31.4,74.3
2024-07-30,Madrid,True,58.0,82.1,45.2,30.4,151,Unhealthy,11.1,SW,31.7,91.3
2024-07-31,Madrid,True,66.5,123.2,41.2,45.4,156,Unhealthy,8.2,SSW,25.5,86.2
2024-08-01,Madrid,True,51.1,52.5,33.5,42.4,139,Unhealthy for Sensitive Groups,10.4,SSW,30.8,82.9
2024-08-02,Madrid,True,48.5,104.8,49.3,38.1,133,Unhealthy for Sensitive Groups,13.5,SW,30.0,74.1
2024-08-03,Madrid,True,67.7,85.9,37.3,25.2,156,Unhealthy,17.9,SW,29.5,86.7
2024-08-04,Madrid,True,36.0,53.4,31.4,25.8,102,Unhealthy for Sensitive Groups,11.6,SSW,24.1,68.3
2024-08-05,Madrid,True,75.0,135.8,61.1,30.3,160,Unhealthy,18.8,SSW,28.8,84.2
2024-08-06,Madrid,True,60.6,134.0,47.3,29.9,153,Unhealthy,14.8,SSW,32.9,86.6
2024-08-07,Madrid,True,41.0,51.1,26.0,38.8,114,Unhealthy for Sensitive Groups,12.2,SSW,25.4,90.9
2024-08-08,Madrid,True,60.3,94.7,51.6,36.0,153,Unhealthy,10.3,SSW,32.1,75.5
2024-08-09,Madrid,True,46.8,61.1,40.0,43.4,128,Unhealthy for Sensitive Groups,12.1,WSW,31.6,70.7
2024-08-10,Madrid,True,56.8,47.8,38.5,32.8,151,Unhealthy,13.4,SW,28.4,73.9
2024-08-11,Madrid,True,72.8,72.4,49.1,16.1,159,Unhealthy,10.9,SW,26.4,94.8
2024-08-12,Madrid,True,74.4,57.3,57.5,14.7,160,Unhealthy,8.8,SW,32.6,74.3
2024-08-13,Madrid,True,70.1,109.1,52.4,33.3,158,Unhealthy,11.6,SSW,28.9,72.3
2024-08-14,Madrid,True,33.0,98.1,34.2,18.8,95,Moderate,8.3,SW,30.5,84.5
2024-08-15,Madrid,True,64.5,87.0,48.7,44.2,155,Unhealthy,19.4,SSW,26.8,92.1
2024-08-16,Madrid,True,42.9,105.7,40.6,17.3,119,Unhealthy for Sensitive Groups,14.5,WSW,28.5,72.0
2024-08-17,Madrid,True,60.4,116.0,46.0,36.0,153,Unhealthy,16.4,SW,32.2,74.8
2024-08-18,Madrid,True,37.6,67.9,31.8,31.9,106,Unhealthy for Sensitive Groups,17.5,WSW,32.4,94.4
2024-08-19,Madrid,True,43.1,102.3,23.7,23.7,119,Unhealthy for Sensitive Groups,11.1,SW,30.9,81.3
2024-08-20,Madrid,True,93.0,114.3,42.1,50.7,170,Unhealthy,10.3,SW,31.2,90.6
2024-08-21,Madrid,True,100.9,81.4,27.6,42.4,174,Unhealthy,14.7,SSW,30.1,76.9
2024-08-22,Madrid,True,33.0,115.0,51.9,40.5,95,Moderate,13.7,SW,29.6,72.5
2024-08-23,Madrid,True,61.2,78.8,21.4,16.6,153,Unhealthy,15.7,SW,31.7,72.7
2024-08-24,Madrid,True,74.5,57.8,46.3,28.6,160,Unhealthy,14.9,SSW,29.6,69.0
2024-08-25,Madrid,True,73.1,121.9,39.9,40.3,159,Unhealthy,14.3,WSW,31.3,86.7
2024-08-26,Madrid,True,61.9,78.9,33.0,58.1,153,Unhealthy,19.2,SW,31.2,88.0
2024-08-27,Madrid,True,96.8,125.0,62.6,49.3,172,Unhealthy,17.3,SSW,31.0,70.8
2024-08-28,Madrid,True,84.1,66.0,51.7,43.2,165,Unhealthy,10.2,SSW,31.9,71.7
2024-08-29,Madrid,True,48.6,72.0,39.1,30.5,133,Unhealthy for Sensitive Groups,11.2,SSW,31.4,79.3
2024-08-30,Madrid,True,68.2,86.9,63.7,47.8,157,Unhealthy,10.2,SW,28.1,90.0
2024-08-31,Madrid,True,43.5,101.5,26.9,30.4,120,Unhealthy for Sensitive Groups,20.0,SW,25.6,74.1
2024-09-01,Madrid,True,38.2,95.3,54.6,21.9,107,Unhealthy for Sensitive Groups,16.8,SSW,29.8,91.4
2024-09-02,Madrid,True,54.1,77.9,37.9,51.7,147,Unhealthy for Sensitive Groups,12.5,SSW,31.8,85.4
2024-09-03,Madrid,True,41.1,122.0,36.7,37.2,114,Unhealthy for Sensitive Groups,14.8,SW,24.3,72.2
2024-09-04,Madrid,True,52.8,125.1,59.1,46.4,143,Unhealthy for Sensitive Groups,17.1,SSW,32.9,79.1
2024-09-05,Madrid,True,33.1,89.8,26.1,25.1,95,Moderate,13.6,SW,29.1,90.2
2024-09-06,Madrid,True,42.3,64.2,27.9,27.8,117,Unhealthy for Sensitive Groups,14.2,SW,30.2,73.9
2024-09-07,Madrid,True,26.9,55.6,43.8,36.0,82,Moderate,10.3,SSW,27.0,89.4
2024-09-08,Madrid,True,30.9,80.7,48.2,22.0,90,Moderate,9.9,SW,28.0,73.2
2024-09-09,Madrid,True,58.9,88.2,43.7,33.1,152,Unhealthy,11.9,SW,27.5,78.5
2024-09-10,Madrid,True,50.8,106.0,33.9,32.3,139,Unhealthy for Sensitive Groups,15.4,SW,32.1,79.7
2024-09-11,Madrid,True,36.1,94.6,43.6,26.7,102,Unhealthy for Sensitive Groups,17.6,SW,24.0,81.5
2024-09-12,Madrid,True,63.1,74.2,48.0,56.4,154,Unhealthy,8.5,WSW,31.0,79.0
2024-09-13,Madrid,True,33.1,114.6,31.8,33.9,95,Moderate,14.2,SW,24.6,76.1
2024-09-14,Madrid,True,56.8,112.6,53.0,19.6,151,Unhealthy,14.1,WSW,30.7,68.7
2024-09-15,Madrid,True,44.9,70.2,24.9,30.6,124,Unhealthy for Sensitive Groups,18.8,WSW,27.4,84.9
2024-09-16,Madrid,True,54.8,72.5,72.7,57.6,149,Unhealthy for Sensitive Groups,13.3,SW,24.7,91.5
2024-09-17,Madrid,True,39.0,52.1,27.0,37.6,109,Unhealthy for Sensitive Groups,8.8,WSW,24.6,83.3
